Fecha Desde; Fecha Hasta; Código Variedad; Descripción Variedad; Origen; Descripción Origen; Kilos; Precio Más Frecuente; Precio Máximo; Precio Mínimo
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 001; ALAVA               ; 000020105; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 006; BADAJOZ             ; 000007452; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 008; BARCELONA           ; 000206752; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 010; CACERES             ; 001270149; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 014; CORDOBA             ; 000038580; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 015; LA CORUÑA           ; 000020320; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 017; GERONA              ; 000046992; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 019; GUADALAJARA         ; 000039785; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 024; LEON                ; 000022980; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 025; LERIDA              ; 000066033; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 027; LUGO                ; 000073920; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 028; MADRID              ; 001059663; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 030; MURCIA              ; 000020700; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 031; NAVARRA             ; 000017892; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 032; ORENSE              ; 000032740; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 033; ASTURIAS            ; 000138177; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 036; PONTEVEDRA          ; 000130520; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 037; SALAMANCA           ; 000151240; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 039; CANTABRIA           ; 000007845; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 040; SEGOVIA             ; 000004400; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 041; SEVILLA             ; 000059132; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 045; TOLEDO              ; 000854430; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 046; VALENCIA            ; 000165525; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 047; VALLADOLID          ; 000130064; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 049; ZAMORA              ; 000053469; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 050; ZARAGOZA            ; 000035344; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 060; FRANCIA             ; 000234321; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 061; ALEMANIA            ; 000347085; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 062; ITALIA              ; 000188490; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 064; BELGICA             ; 000097034; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 065; HOLANDA             ; 000341825; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 067; IRLANDA             ; 000023820; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 069; PORTUGAL            ; 000078641; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 070; DINAMARCA           ; 000025050; 5,92; 5,92; 5,92
20230101; 20230131; CA 0101; VACUNO CANAL                  ; 081; AUSTRIA             ; 000050900; 5,92; 5,92; 5,92
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 001; ALAVA               ; 000014960; 13,02; 13,3; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 005; AVILA               ; 000002250; 13,3; 13,3; 13,3
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 006; BADAJOZ             ; 000004264; 13,3; 13,3; 13,3
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 008; BARCELONA           ; 000072765; 12,96; 13,3; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 009; BURGOS              ; 000027530; 12,47; 12,47; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 010; CACERES             ; 000248878; 12,95; 13,46; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 014; CORDOBA             ; 000039620; 13,17; 13,46; 12,82
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 015; LA CORUÑA           ; 000015430; 13,06; 13,3; 12,82
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 016; CUENCA              ; 000004900; 12,47; 12,47; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 017; GERONA              ; 000014126; 12,86; 13,3; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 019; GUADALAJARA         ; 000004920; 12,47; 12,47; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 024; LEON                ; 000007670; 12,47; 12,47; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 025; LERIDA              ; 000026473; 13,02; 13,3; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 027; LUGO                ; 000045449; 12,82; 13,3; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 028; MADRID              ; 000118700; 13; 13,46; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 030; MURCIA              ; 000003930; 12,47; 12,47; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 031; NAVARRA             ; 000001993; 13,46; 13,46; 13,46
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 033; ASTURIAS            ; 000054802; 13,03; 13,3; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 036; PONTEVEDRA          ; 000058470; 12,87; 13,3; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 037; SALAMANCA           ; 000012820; 12,89; 13,3; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 039; CANTABRIA           ; 000005478; 12,47; 12,47; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 040; SEGOVIA             ; 000002520; 12,82; 12,82; 12,82
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 041; SEVILLA             ; 000019895; 12,81; 13,3; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 042; SORIA               ; 000002440; 12,47; 12,47; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 043; TARRAGONA           ; 000002020; 12,47; 12,47; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 045; TOLEDO              ; 000084676; 13,02; 13,46; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 046; VALENCIA            ; 000204119; 12,91; 13,3; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 047; VALLADOLID          ; 000094520; 12,9; 13,3; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 048; VIZCAYA             ; 000001936; 12,82; 12,82; 12,82
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 049; ZAMORA              ; 000032045; 13,04; 13,3; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 050; ZARAGOZA            ; 000023517; 12,86; 13,3; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 060; FRANCIA             ; 000100155; 12,87; 13,3; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 061; ALEMANIA            ; 000114265; 12,8; 13,3; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 062; ITALIA              ; 000059825; 13,08; 13,46; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 064; BELGICA             ; 000020352; 12,65; 12,82; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 065; HOLANDA             ; 000296699; 12,83; 13,46; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 067; IRLANDA             ; 000040990; 12,64; 13,46; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 069; PORTUGAL            ; 000007680; 12,47; 12,47; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 070; DINAMARCA           ; 000053046; 12,85; 13,46; 12,47
20230101; 20230131; CA 0207; VACUNO DESPIECE AÑOJO         ; 081; AUSTRIA             ; 000021315; 12,87; 13,3; 12,47
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 001; ALAVA               ; 000014960; 11,41; 11,66; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 005; AVILA               ; 000002250; 11,66; 11,66; 11,66
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 006; BADAJOZ             ; 000004264; 11,66; 11,66; 11,66
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 008; BARCELONA           ; 000072765; 11,33; 11,66; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 009; BURGOS              ; 000027530; 10,9; 10,9; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 010; CACERES             ; 000248878; 11,32; 11,85; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 014; CORDOBA             ; 000039620; 11,53; 11,85; 11,16
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 015; LA CORUÑA           ; 000015430; 11,41; 11,66; 11,16
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 016; CUENCA              ; 000004900; 10,9; 10,9; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 017; GERONA              ; 000014126; 11,24; 11,66; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 019; GUADALAJARA         ; 000004920; 10,9; 10,9; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 024; LEON                ; 000007670; 10,9; 10,9; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 025; LERIDA              ; 000026473; 11,41; 11,66; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 027; LUGO                ; 000045449; 11,21; 11,66; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 028; MADRID              ; 000118700; 11,37; 11,85; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 030; MURCIA              ; 000003930; 10,9; 10,9; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 031; NAVARRA             ; 000001993; 11,85; 11,85; 11,85
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 033; ASTURIAS            ; 000054802; 11,41; 11,66; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 036; PONTEVEDRA          ; 000058470; 11,26; 11,66; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 037; SALAMANCA           ; 000012820; 11,28; 11,66; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 039; CANTABRIA           ; 000005478; 10,9; 10,9; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 040; SEGOVIA             ; 000002520; 11,16; 11,16; 11,16
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 041; SEVILLA             ; 000019895; 11,2; 11,66; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 042; SORIA               ; 000002440; 10,9; 10,9; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 043; TARRAGONA           ; 000002020; 10,9; 10,9; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 045; TOLEDO              ; 000084676; 11,4; 11,85; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 046; VALENCIA            ; 000204119; 11,29; 11,66; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 047; VALLADOLID          ; 000094520; 11,29; 11,66; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 048; VIZCAYA             ; 000001936; 11,16; 11,16; 11,16
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 049; ZAMORA              ; 000032045; 11,41; 11,66; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 050; ZARAGOZA            ; 000023517; 11,24; 11,66; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 060; FRANCIA             ; 000100155; 11,26; 11,66; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 061; ALEMANIA            ; 000114265; 11,2; 11,66; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 062; ITALIA              ; 000059825; 11,46; 11,85; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 064; BELGICA             ; 000020352; 11,03; 11,16; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 065; HOLANDA             ; 000296699; 11,22; 11,85; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 067; IRLANDA             ; 000040990; 11,06; 11,85; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 069; PORTUGAL            ; 000007680; 10,9; 10,9; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 070; DINAMARCA           ; 000053046; 11,24; 11,85; 10,9
20230101; 20230131; CA 0208; VACUNO DESPIECE VACA          ; 081; AUSTRIA             ; 000021315; 11,26; 11,66; 10,9
20230101; 20230131; CA 0301; VACUNO CASQUERIA              ; 010; CACERES             ; 000141912; 3,3; 3,39; 3,27
20230101; 20230131; CA 0301; VACUNO CASQUERIA              ; 024; LEON                ; 000000740; 3,33; 3,33; 3,33
20230101; 20230131; CA 0301; VACUNO CASQUERIA              ; 028; MADRID              ; 000014640; 3,33; 3,33; 3,33
20230101; 20230131; CA 0301; VACUNO CASQUERIA              ; 032; ORENSE              ; 000005380; 3,27; 3,27; 3,27
20230101; 20230131; CA 0301; VACUNO CASQUERIA              ; 045; TOLEDO              ; 000017360; 3,31; 3,33; 3,27
20230101; 20230131; CA 9901; VACUNO FRESCO SIN ESPECIF     ; 051; NACIONAL SIN ASIGNAR; 014760849; 0; 0; 0
20230101; 20230131; CA 9901; VACUNO FRESCO SIN ESPECIF     ; 400; IMPORTACION SIN ASIG; 007994051; 0; 0; 0
20230101; 20230131; CB 0101; OVINO CANAL                   ; 006; BADAJOZ             ; 000049526; 9,28; 9,9; 8,9
20230101; 20230131; CB 0101; OVINO CANAL                   ; 009; BURGOS              ; 000005756; 8,9; 8,9; 8,9
20230101; 20230131; CB 0101; OVINO CANAL                   ; 010; CACERES             ; 000045709; 9,2; 9,9; 8,9
20230101; 20230131; CB 0101; OVINO CANAL                   ; 013; CIUDAD REAL         ; 000005360; 9,9; 9,9; 9,9
20230101; 20230131; CB 0101; OVINO CANAL                   ; 019; GUADALAJARA         ; 000003082; 8,9; 8,9; 8,9
20230101; 20230131; CB 0101; OVINO CANAL                   ; 024; LEON                ; 000009805; 9,4; 9,9; 8,9
20230101; 20230131; CB 0101; OVINO CANAL                   ; 036; PONTEVEDRA          ; 000004581; 9,9; 9,9; 9,9
20230101; 20230131; CB 0101; OVINO CANAL                   ; 040; SEGOVIA             ; 000023260; 8,9; 8,9; 8,9
20230101; 20230131; CB 0101; OVINO CANAL                   ; 042; SORIA               ; 000008573; 9,9; 9,9; 9,9
20230101; 20230131; CB 0101; OVINO CANAL                   ; 047; VALLADOLID          ; 000003860; 8,9; 8,9; 8,9
20230101; 20230131; CB 0101; OVINO CANAL                   ; 049; ZAMORA              ; 000022390; 8,9; 8,9; 8,9
20230101; 20230131; CB 0101; OVINO CANAL                   ; 050; ZARAGOZA            ; 000027258; 9,4; 9,9; 8,9
20230101; 20230131; CB 0101; OVINO CANAL                   ; 062; ITALIA              ; 000112315; 9,36; 9,9; 8,9
20230101; 20230131; CB 0101; OVINO CANAL                   ; 068; GRECIA              ; 000005894; 9,9; 9,9; 9,9
20230101; 20230131; CB 0201; OVINO DESPIECE                ; 006; BADAJOZ             ; 000016308; 10,05; 10,65; 9,65
20230101; 20230131; CB 0201; OVINO DESPIECE                ; 009; BURGOS              ; 000003682; 9,65; 9,65; 9,65
20230101; 20230131; CB 0201; OVINO DESPIECE                ; 010; CACERES             ; 000019471; 9,98; 10,65; 9,65
20230101; 20230131; CB 0201; OVINO DESPIECE                ; 019; GUADALAJARA         ; 000002738; 9,65; 9,65; 9,65
20230101; 20230131; CB 0201; OVINO DESPIECE                ; 022; HUESCA              ; 000006640; 10,65; 10,65; 10,65
20230101; 20230131; CB 0201; OVINO DESPIECE                ; 024; LEON                ; 000002136; 10,15; 10,65; 9,65
20230101; 20230131; CB 0201; OVINO DESPIECE                ; 036; PONTEVEDRA          ; 000013099; 10,65; 10,65; 10,65
20230101; 20230131; CB 0201; OVINO DESPIECE                ; 040; SEGOVIA             ; 000002500; 10,15; 10,65; 9,65
20230101; 20230131; CB 0201; OVINO DESPIECE                ; 042; SORIA               ; 000010197; 10,15; 10,65; 9,65
20230101; 20230131; CB 0201; OVINO DESPIECE                ; 049; ZAMORA              ; 000047425; 10,05; 10,65; 9,65
20230101; 20230131; CB 0201; OVINO DESPIECE                ; 050; ZARAGOZA            ; 000018326; 10,15; 10,65; 9,65
20230101; 20230131; CB 0201; OVINO DESPIECE                ; 062; ITALIA              ; 000078072; 10,07; 10,65; 9,65
20230101; 20230131; CB 0201; OVINO DESPIECE                ; 068; GRECIA              ; 000003286; 10,65; 10,65; 10,65
20230101; 20230131; CB 9901; OVINO FRESCO SIN ESPECIF.     ; 051; NACIONAL SIN ASIGNAR; 000654356; 0; 0; 0
20230101; 20230131; CB 9901; OVINO FRESCO SIN ESPECIF.     ; 400; IMPORTACION SIN ASIG; 000371323; 0; 0; 0
20230101; 20230131; CC 0101; PORCINO CANAL                 ; 005; AVILA               ; 000023120; 2,8; 2,8; 2,8
20230101; 20230131; CC 0101; PORCINO CANAL                 ; 008; BARCELONA           ; 000307774; 2,8; 2,8; 2,8
20230101; 20230131; CC 0101; PORCINO CANAL                 ; 016; CUENCA              ; 000089152; 2,8; 2,8; 2,8
20230101; 20230131; CC 0101; PORCINO CANAL                 ; 017; GERONA              ; 000029920; 2,82; 2,83; 2,8
20230101; 20230131; CC 0101; PORCINO CANAL                 ; 022; HUESCA              ; 000016480; 2,8; 2,8; 2,8
20230101; 20230131; CC 0101; PORCINO CANAL                 ; 023; JAEN                ; 000008180; 2,83; 2,83; 2,83
20230101; 20230131; CC 0101; PORCINO CANAL                 ; 028; MADRID              ; 000040462; 2,81; 2,83; 2,8
20230101; 20230131; CC 0101; PORCINO CANAL                 ; 029; MALAGA              ; 000013040; 2,83; 2,83; 2,83
20230101; 20230131; CC 0101; PORCINO CANAL                 ; 037; SALAMANCA           ; 000072861; 2,81; 2,83; 2,8
20230101; 20230131; CC 0101; PORCINO CANAL                 ; 040; SEGOVIA             ; 000330600; 2,8; 2,8; 2,8
20230101; 20230131; CC 0101; PORCINO CANAL                 ; 045; TOLEDO              ; 000127444; 2,8; 2,8; 2,8
20230101; 20230131; CC 0101; PORCINO CANAL                 ; 047; VALLADOLID          ; 000004521; 2,8; 2,8; 2,8
20230101; 20230131; CC 0101; PORCINO CANAL                 ; 050; ZARAGOZA            ; 002147222; 2,8; 2,83; 2,8
20230101; 20230131; CC 0201; PORCINO DESPIECE              ; 001; ALAVA               ; 000012500; 4,66; 4,66; 4,66
20230101; 20230131; CC 0201; PORCINO DESPIECE              ; 008; BARCELONA           ; 000299522; 4,66; 4,66; 4,66
20230101; 20230131; CC 0201; PORCINO DESPIECE              ; 009; BURGOS              ; 000024880; 4,66; 4,66; 4,66
20230101; 20230131; CC 0201; PORCINO DESPIECE              ; 014; CORDOBA             ; 000022460; 4,66; 4,66; 4,66
20230101; 20230131; CC 0201; PORCINO DESPIECE              ; 016; CUENCA              ; 000332855; 4,66; 4,67; 4,66
20230101; 20230131; CC 0201; PORCINO DESPIECE              ; 017; GERONA              ; 000030840; 4,66; 4,66; 4,66
20230101; 20230131; CC 0201; PORCINO DESPIECE              ; 028; MADRID              ; 000054755; 4,66; 4,66; 4,66
20230101; 20230131; CC 0201; PORCINO DESPIECE              ; 029; MALAGA              ; 000089228; 4,66; 4,66; 4,66
20230101; 20230131; CC 0201; PORCINO DESPIECE              ; 030; MURCIA              ; 000022385; 4,66; 4,66; 4,66
20230101; 20230131; CC 0201; PORCINO DESPIECE              ; 031; NAVARRA             ; 000004582; 4,66; 4,66; 4,66
20230101; 20230131; CC 0201; PORCINO DESPIECE              ; 037; SALAMANCA           ; 000026040; 4,66; 4,66; 4,66
20230101; 20230131; CC 0201; PORCINO DESPIECE              ; 040; SEGOVIA             ; 000100132; 4,66; 4,66; 4,66
20230101; 20230131; CC 0201; PORCINO DESPIECE              ; 041; SEVILLA             ; 000018672; 4,66; 4,67; 4,66
20230101; 20230131; CC 0201; PORCINO DESPIECE              ; 045; TOLEDO              ; 000158546; 4,66; 4,67; 4,66
20230101; 20230131; CC 0201; PORCINO DESPIECE              ; 047; VALLADOLID          ; 000001374; 4,66; 4,66; 4,66
20230101; 20230131; CC 0201; PORCINO DESPIECE              ; 050; ZARAGOZA            ; 000187678; 4,66; 4,66; 4,66
20230101; 20230131; CC 0301; PORCINO CASQUERIA             ; 008; BARCELONA           ; 000032156; 1,97; 1,97; 1,97
20230101; 20230131; CC 0301; PORCINO CASQUERIA             ; 010; CACERES             ; 000018520; 1,97; 1,97; 1,97
20230101; 20230131; CC 0301; PORCINO CASQUERIA             ; 016; CUENCA              ; 000016436; 1,97; 1,97; 1,97
20230101; 20230131; CC 0301; PORCINO CASQUERIA             ; 028; MADRID              ; 000030939; 1,97; 1,97; 1,97
20230101; 20230131; CC 0301; PORCINO CASQUERIA             ; 040; SEGOVIA             ; 000005620; 1,97; 1,97; 1,97
20230101; 20230131; CC 0301; PORCINO CASQUERIA             ; 045; TOLEDO              ; 000160354; 1,95; 1,97; 1,72
20230101; 20230131; CC 0501; PORCINO ELABORADO             ; 008; BARCELONA           ; 000301145; 0; 0; 0
20230101; 20230131; CC 0501; PORCINO ELABORADO             ; 009; BURGOS              ; 000073302; 0; 0; 0
20230101; 20230131; CC 0501; PORCINO ELABORADO             ; 010; CACERES             ; 000004760; 0; 0; 0
20230101; 20230131; CC 0501; PORCINO ELABORADO             ; 014; CORDOBA             ; 000016180; 0; 0; 0
20230101; 20230131; CC 0501; PORCINO ELABORADO             ; 015; LA CORUÑA           ; 000011840; 0; 0; 0
20230101; 20230131; CC 0501; PORCINO ELABORADO             ; 016; CUENCA              ; 000024420; 0; 0; 0
20230101; 20230131; CC 0501; PORCINO ELABORADO             ; 017; GERONA              ; 000110440; 0; 0; 0
20230101; 20230131; CC 0501; PORCINO ELABORADO             ; 024; LEON                ; 000016472; 0; 0; 0
20230101; 20230131; CC 0501; PORCINO ELABORADO             ; 026; LA RIOJA            ; 000018060; 0; 0; 0
20230101; 20230131; CC 0501; PORCINO ELABORADO             ; 028; MADRID              ; 000239232; 0; 0; 0
20230101; 20230131; CC 0501; PORCINO ELABORADO             ; 029; MALAGA              ; 000005400; 0; 0; 0
20230101; 20230131; CC 0501; PORCINO ELABORADO             ; 030; MURCIA              ; 000211205; 0; 0; 0
20230101; 20230131; CC 0501; PORCINO ELABORADO             ; 033; ASTURIAS            ; 000044645; 0; 0; 0
20230101; 20230131; CC 0501; PORCINO ELABORADO             ; 037; SALAMANCA           ; 000938386; 0; 0; 0
20230101; 20230131; CC 0501; PORCINO ELABORADO             ; 040; SEGOVIA             ; 000005620; 0; 0; 0
20230101; 20230131; CC 0501; PORCINO ELABORADO             ; 043; TARRAGONA           ; 000012160; 0; 0; 0
20230101; 20230131; CC 0501; PORCINO ELABORADO             ; 045; TOLEDO              ; 000316691; 0; 0; 0
20230101; 20230131; CC 0501; PORCINO ELABORADO             ; 046; VALENCIA            ; 000191988; 0; 0; 0
20230101; 20230131; CC 0501; PORCINO ELABORADO             ; 047; VALLADOLID          ; 000004399; 0; 0; 0
20230101; 20230131; CC 0501; PORCINO ELABORADO             ; 050; ZARAGOZA            ; 000155037; 0; 0; 0
20230101; 20230131; CC 9901; PORCINO FRESCO SIN ESPECI     ; 051; NACIONAL SIN ASIGNAR; 000061408; 0; 0; 0
20230101; 20230131; CE 0101; HUEVOS                        ; 009; BURGOS              ; 000004521; 2,17; 2,6; 1,92
20230101; 20230131; CE 0101; HUEVOS                        ; 015; LA CORUÑA           ; 000005742; 2,17; 2,6; 1,92
20230101; 20230131; CE 0101; HUEVOS                        ; 019; GUADALAJARA         ; 000229603; 2,14; 2,6; 1,9
20230101; 20230131; CE 0101; HUEVOS                        ; 027; LUGO                ; 000196743; 2,14; 2,6; 1,9
20230101; 20230131; CE 0101; HUEVOS                        ; 028; MADRID              ; 000029973; 2,15; 2,6; 1,9
20230101; 20230131; CE 0101; HUEVOS                        ; 040; SEGOVIA             ; 000005960; 2,14; 2,6; 1,9
20230101; 20230131; CE 0101; HUEVOS                        ; 045; TOLEDO              ; 000009352; 2,17; 2,6; 1,92
20230101; 20230131; CE 0101; HUEVOS                        ; 069; PORTUGAL            ; 000007140; 2,17; 2,6; 1,92
20230101; 20230131; CE 0201; POLLO                         ; 001; ALAVA               ; 000545250; 2,45; 4,3; 2,3
20230101; 20230131; CE 0201; POLLO                         ; 003; ALICANTE            ; 000162391; 2,45; 4,3; 2,3
20230101; 20230131; CE 0201; POLLO                         ; 005; AVILA               ; 000039092; 2,49; 4,3; 2,3
20230101; 20230131; CE 0201; POLLO                         ; 015; LA CORUÑA           ; 000004858; 2,45; 4,3; 2,3
20230101; 20230131; CE 0201; POLLO                         ; 017; GERONA              ; 000022100; 2,43; 4,3; 2,3
20230101; 20230131; CE 0201; POLLO                         ; 019; GUADALAJARA         ; 000147074; 2,45; 4,3; 2,3
20230101; 20230131; CE 0201; POLLO                         ; 022; HUESCA              ; 000002660; 2,5; 4,3; 2,45
20230101; 20230131; CE 0201; POLLO                         ; 024; LEON                ; 000090354; 2,45; 4,3; 2,3
20230101; 20230131; CE 0201; POLLO                         ; 025; LERIDA              ; 000066245; 2,46; 4,3; 2,3
20230101; 20230131; CE 0201; POLLO                         ; 027; LUGO                ; 000212807; 2,45; 4,3; 2,3
20230101; 20230131; CE 0201; POLLO                         ; 028; MADRID              ; 000597584; 2,45; 4,3; 2,3
20230101; 20230131; CE 0201; POLLO                         ; 031; NAVARRA             ; 000431633; 2,45; 4,3; 2,3
